rating,reviewer_id,date,review_title,review_body
4.0,Scott,2026-01-08,,could feel the springs not very comfortable but was inexpensive to begin with had to purchase a mattress topper to be comfortable
4.0,kimberly,2026-01-12,,By itself the mattress is not comfortable. In addition I bought a mattress topper and foam mattress. Sleeps really good with additional padding.
2.0,TB,2026-01-13,Not comfortable,Springs can be felt through mattress. May be good for a small child but not an adult. A foam topper is recommended.
4.0,WalmartCustomer,2025-12-22,,"Like I said previously, the service was awful. The product is wonderful and the price is great, but service *****."
1.0,Rebeca,2026-01-15,crap,the worst mattress I have ever slept on in my life my husband's back's hurting my hips are hurting just a terrible all around mattress
2.0,TB,2026-01-13,Not comfortable,Springs can be felt through mattress. May be good for a small child but not an adult. A foam topper is recommended.
5.0,WalmartCustomer,2026-02-15,,It was a nice bed for my teenage daughter and she loves her new bed. And it was priced within my budget for a bed
3.0,anonymous,2025-08-31,,Not for toddlers… Spring are firm but kids would not love the hardness of the mattress. Needs some more sponge over the springs.
1.0,Kayla,2025-11-27,,Very uncomfortable. You can feel all of the springs. Bought it for my toddlers and they would rather sleep on my bed.
1.0,anonymous,2025-05-10,Don't buy large items from Walmart.,Mattress hard as a rock. Walmart does not honor their return policy. Don't by any large items from them. Their delivery and pickup are very unprofessional. Very disappointed.
3.0,WalmartCustomer,2025-04-24,,"I thought the mattress would be made of foam and not springs. The instructions say to leave it for 48 hours for it to reach its maximum capacity. Since I opened it, it has stayed that way and has not grown any further."
5.0,WalmartCustomer,2025-12-16,,"I rated the product this way because it met my expectations for quality and performance. It was as described, worked as intended, and provided good value for the price. Overall, I am satisfied with the purchase."
3.0,anonymous,2025-04-25,I'd skip it,"This is not a comfortable mattress. It doesn't look nearly as plush on top, fully inflated even with the time passed. But it is very firm. You can feel where the springs are."
1.0,WalmartCustomer,2025-08-20,,"Because you send me a wrong item, it was not opened. So, I am not able to comment on quality of the product. Your site does not provide any option to discuss any problem with your delivery. O not possibility is to return product"
